3,4,0,1
0,1,0,1
1,4,0,1
1,4,0,1
1,4,0,0
2,4,0,0
2,4,8,0
2,7,0,1
3,7,0,1
0,7,0,1
0,4,0,1
0,4,0,1
0,4,0,1
0,1,0,1
0,4,0,0
0,4,0,0
0,4,0,0
0,4,0,0
3,4,0,0
3,4,0,0
3,7,0,0
3,7,0,0
3,7,8,0
5,7,8,0
5,7,8,0
5,7,8,0
5,7,8,0
2,7,8,0
2,7,8,0
3,4,0,0
1,4,0,0
0,4,0,0
1,4,0,0
1,4,0,0
3,4,0,0
3,7,0,0
3,7,8,0
5,7,8,0
5,7,8,0
5,7,8,0
5,7,8,0
5,7,8,0
5,7,8,0
3,7,8,0
0,7,8,0
0,4,0,0
0,4,0,0
0,4,0,0
0,4,0,0
0,4,0,0
0,4,0,0
0,4,0,0
0,4,0,0
0,4,0,0
0,4,8,0
3,4,0,0
0,4,0,0
0,4,0,0
0,4,0,0
0,1,0,0
0,4,0,0
1,1,0,0
1,4,0,0
2,1,0,0
2,1,0,0
2,1,0,0
2,1,0,0
2,1,0,0
2,1,0,0
2,1,0,0
2,1,0,0
2,1,0,0
2,1,0,0
2,1,0,0
2,1,0,0
1,1,0,0
1,4,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,4,0,1
0,4,0,1
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
1,4,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
2,1,0,0
2,1,0,0
2,1,0,0
2,1,0,0
2,1,0,0
2,1,0,0
2,4,0,0
2,4,0,0
2,1,0,0
2,1,0,0
2,1,0,0
2,1,0,0
2,1,0,0
2,1,0,0
2,1,0,0
2,1,0,0
2,1,0,0
2,1,0,0
2,1,0,0
2,1,0,0
2,1,0,0
2,4,0,0
2,4,0,0
2,4,0,0
2,4,0,0
2,4,0,0
2,4,0,0
2,1,0,0
1,1,0,0
0,1,0,0
0,4,0,1
3,4,0,1
0,4,0,0
3,4,0,0
0,4,0,0
0,4,0,0
3,4,0,0
3,4,0,0
3,4,0,0
3,4,0,0
3,4,0,0
0,4,0,0
0,4,0,0
3,7,0,1
3,7,8,1
2,7,8,1
3,7,0,1
3,7,0,0
3,7,0,1
3,4,0,1
0,4,0,1
0,1,0,1
0,1,0,0
0,4,0,0
0,4,0,0
0,4,0,0
0,1,0,0
0,4,0,0
0,4,0,0
0,4,0,0
0,4,0,0
0,4,0,0
3,4,0,0
3,7,8,0
3,7,8,0
5,7,8,0
5,7,8,0
5,7,8,0
5,7,8,0
3,7,8,0
3,4,0,0
3,4,0,0
3,4,0,0
3,4,0,0
3,4,0,0
3,7,0,0
3,7,8,0
2,7,8,0
5,7,8,0
5,7,8,0
5,7,8,0
5,7,8,0
3,7,8,0
3,7,8,0
0,4,0,0
0,4,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,1
0,4,0,0
0,4,0,0
3,4,8,0
3,4,0,0
0,4,8,0
0,4,0,0
0,1,0,0
0,1,0,0
0,1,0,1
0,1,0,0
1,1,0,0
1,1,0,0
2,4,0,0
2,1,0,0
1,1,0,0
1,1,0,0
2,1,0,0
2,1,0,0
2,1,0,0
2,1,0,0
2,1,0,0
2,1,0,0
2,1,0,0
2,1,0,0
2,1,0,0
2,1,0,0
2,1,0,0
2,1,0,0
2,1,0,0
1,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
2,1,0,0
2,1,0,0
2,1,0,0
2,1,0,0
2,1,0,0
2,1,0,0
1,1,0,0
2,1,0,0
2,1,0,0
2,4,0,0
2,4,0,0
2,4,0,0
1,1,0,0
2,1,0,0
0,4,0,1
0,4,0,1
3,4,0,1
0,4,0,0
0,4,0,0
0,4,0,0
0,4,0,0
0,4,0,0
3,4,0,1
3,4,0,0
0,4,0,0
0,4,0,0
3,7,8,1
3,7,0,1
3,7,0,0
3,7,0,1
0,7,0,1
0,4,0,1
0,1,0,0
0,1,0,0
0,4,0,0
0,4,0,0
0,4,0,0
0,4,0,0
0,4,0,0
0,4,0,0
3,4,0,0
3,7,0,0
3,7,8,0
3,7,8,0
5,7,8,0
5,7,8,0
5,7,8,0
5,7,8,0
5,7,8,0
3,7,8,0
3,4,0,0
3,4,0,0
3,4,0,0
3,4,0,0
3,4,0,0
3,4,0,0
3,7,8,0
5,7,8,0
5,7,8,0
5,7,8,0
5,7,8,0
5,7,8,0
5,7,8,0
5,7,8,0
5,7,8,0
3,7,8,0
3,7,8,0
0,7,8,0
3,4,0,0
3,4,0,0
0,4,0,0
0,4,0,0
0,4,0,0
0,4,0,0
0,1,0,0
0,4,0,0
0,4,0,0
3,4,0,0
0,4,0,0
0,4,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
1,1,0,0
2,1,0,0
2,1,0,0
2,1,0,0
2,1,0,0
2,1,0,0
2,1,0,0
2,1,0,0
2,1,0,0
2,1,0,0
2,1,0,0
2,1,0,0
2,1,0,0
2,1,0,0
1,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,1
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
1,4,0,0
1,1,0,0
1,1,0,0
2,1,0,0
2,1,0,0
2,1,0,0
2,1,0,0
2,1,0,0
2,1,0,0
2,1,0,0
2,1,0,0
2,1,0,0
2,1,0,0
